"Product (20)","Description","Primary Vendor Name","Product Line Description","Web Category Description","Primary Vendor","Product Line Code","Web Category","Major Group Code","Major Group Description","Price Group Code","Price Group Description","UPC","Image File","Image Path","Image URL","Status","Available","Units of Measure"
"OPUR36WH","Fine Fixures URBANIA VANITY   36' WIDE - 2 DOOR /SHELF      ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/09/IMG_0033.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/09/IMG_0033.jpg","N","0","EA"
"DCT15","1-1/2 C X C X C TEE                                         ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768210566","","","","N","0","EA"
"4194","4 SCETION 4X19 CI FREE STAND  RADIATOR                      ","OCS Industries","Radiator:419 Radiator","","00504","0105","","11","Radiator","","","","","","","","3","EA"
"NHSS30","3"" NO HUB SHORT SWEEP                                       ","AB&I Foundry Tyler Pipe","NO HUB FITTINGS COM -4 ","","01615","0098","","03","NO HUB FITTINGS","","","61194200190","","https://ysps.shop/media/products/images/NHSS20.jpg","https://ysps.shop/media/products/images/NHSS20.jpg","","378","EA"
"MM472","47-2 Mechanical Water         Feeders/ Low Water Cut-Off    ","Control Supply Corp","McDONELL MILLER","","00239","0054","","08","CONTROLS","","","","","","","","2","EA"
"NHR8040","8 X 4 NO HUB REDUCER                                        ","AB&I Foundry Tyler Pipe","NO HUB FITTING ALL + 4","","01615","0109","","03","NO HUB FITTINGS","","","61194200508","","https://ysps.shop/media/products/images/NHR2015.jpg","https://ysps.shop/media/products/images/NHR2015.jpg","","10","EA"
"4196","6 SCETION 4X19 CI FREE STAND  RADIATOR                      ","OCS Industries","Radiator:419 Radiator","","00504","0105","","11","Radiator","","","","","","","","1","EA"
"FLT9060","9""X 6"" GAL FLUE TEE                                         ","Penner Elbow Supplies Corp","FLUE PIPE","","00530","0050","","","","","","","","","","N","0","EA"
"SDL48SB-H","Fine Fixures SATIN BRASS      HARDWARE FOR SDL48            ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","","","N","0","EA"
"4198","8 SCETION 4X19 CI FREE STAND  RADIATOR                      ","OCS Industries","Radiator:419 Radiator","","00504","0105","","11","Radiator","","","","","","","","4","EA"
"DCT20","2 C X C X C TEE                                             ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768212218","","","","N","0","EA"
"53122","Ridgid 53122 Model K-3800 115 Volt Electric Drain Cleaning  ","Emerson Professional Tools","RIDGID HAND TOOLS","","01533","0188","","014","RIDGID","","","095691531223","Ridgid tool images JPG formate\53122.jpg","\\192.168.1.66\IMAGES/Ridgid tool images JPG formate\53122.jpg","","","1","EA"
"FB36X66F","36""X66"" FIBERGLASS BASIN, W/FGANTI-FLOAT                    ","","***","","","096","","","","","","","","","","N","0","EA"
"WT24RMBL","FINE FIXTURES Dakota Black-   20"" WALL HUNG TOILET W/SEAT   ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/WT20RMBL-1-2000x2000-1.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/WT20RMBL-1-2000x2000-1.jpg","N","0","EA"
"MR18WH","Fine Fixures MIRROR 18' WIDE -WHITE MATTE                   ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/Untitled.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/Untitled.jpg","N","0","EA"
"SVY20","2'' SEVICE WEIGHT Y                                         ","BW PLUMBING WHOLESALE","sv fitting","","00202","0128","","","","","","","","","","N","0","EA"
"JH15","1-1/2"" PLASTIC J HOOK                                       ","EVERFLOW SUPPLIES INC","HANGERS / PLASTIC STRAP & MISC","","00283","0232","","04","HANGERS STRAPS","","","","","","","","25","EA"
"SVL100","                                                            ","AB&I Foundry Tyler Pipe","sv fitting","","01615","0128","","","","","","","","","","N","0","EA"
"EJCT20","20 GAL 120 VOLT RESIDENTIAL   WATTER HEATER 6 YEAR          ","North Shore Plumbing Supply Co Inc","AO SMITH","","00770","0048","","","","","","","","https://ysps.shop/media/products/images/EJCS20.jpg","https://ysps.shop/media/products/images/EJCS20.jpg","N","0","EA"
"7NY0634","Kissler 7NY-0634 Price PfisterReplacement Shower Stem Right ","Kissler & Co. Inc","***","","00392","096","","","","","","","","","","N","0","EA"
"PVC40L60","6"" PVC SCH40 Elbow BEND                                     ","Alro Products International, LLC","PVC FITTINGS SCH-40","","00131","0166","","","","","","","","https://ysps.shop/media/products/images/PVC40L60.jpg","https://ysps.shop/media/products/images/PVC40L60.jpg","N","0","EA"
"MRO1624SB","Fine Fixures 16"" X 24"" MIRROR RECTANGULAR OVAL SATIN BRASS  ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2022/09/MRO1624SB03.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2022/09/MRO1624SB03.jpg","N","0","EA"
"DCT25","2-1/2 C X C X C TEE                                         ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768212447","","","","N","0","EA"
"VDMC20BL","Fine Fixures VDARA MEDICINE   CABINET 20' WIDE - BLACK      ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/06/VD20SG-2-1-1-1.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/06/VD20SG-2-1-1-1.jpg","N","0","EA"
"NHR8050","8 X 5 NO HUB REDUCER                                        ","AB&I Foundry Tyler Pipe","NO HUB FITTING ALL + 4","","01615","0109","","03","NO HUB FITTINGS","","","61194200509","","https://ysps.shop/media/products/images/NHR2015.jpg","https://ysps.shop/media/products/images/NHR2015.jpg","","4","EA"
"NHSS40","4"" NO HUB SHORT SWEEP                                       ","AB&I Foundry Tyler Pipe","NO HUB PIPE -4 NYC","","01615","0024","","03","NO HUB FITTINGS","","","61194200191","","https://ysps.shop/media/products/images/NHSS40.jpg","https://ysps.shop/media/products/images/NHSS40.jpg","","738","EA"
"1010Y03-83SP","JR SMITH 1010Y03-83  3'' ROOF DRAIN (ORFICE 1.37 /MAX BUILD ","Jay R. Smith Manufacturing. Co","JR SMITH","","00369","0149","","","","","","","","","","N","0","EA"
"975XLTC","975XL Replacement test cock   Wilkins 1/8"" Male x 1/4""      ","CITY WATER METER REPAIR . INC","ZURN","","00231","0055","","","","","","","","","","","3","EA"
"DCT251505","2-1/2 X 1-1/2 X 1/2 C TE                                    ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768212669","","","","N","0","EA"
"JH20","2"" PLASTIC J HOOK                                           ","EVERFLOW SUPPLIES INC","HANGERS / PLASTIC STRAP & MISC","","00283","0232","","04","HANGERS STRAPS","","","80459597886","","https://ysps.shop/media/products/images/JH20-0.jpg","https://ysps.shop/media/products/images/JH20-0.jpg","","47","EA"
"MV1616SV","Fine Fixures MODERN VESSEL    ROUND GLASS - SILVERY FINISH  ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2022/07/20220414145112.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2022/07/20220414145112.jpg","N","0","EA"
"Z1201NL4","Z1201NL4 ZURN LEFT HAND                                     ","ASAP Sales","ZURN","","00148","0055","","","","","","","","","","N","0","EA"
"DCT251507","2-1/2 X 1-1/2 X 3/4 C TE                                    ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768212652","","","","N","0","EA"
"696RG1010CF","Sioux Chief Fire-Rated OxBox  Ice Maker Outlet Box with     ","","WASHING MACHINE BOX","","","WASHING MA","","","","","","","","","","N","0","EA"
"AMA2024","Fine Fixures 20 X 24 ALUMINUM MEDICINE CABINET W/O LED      ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/AMA2024-2-2000x2000-1.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/AMA2024-2-2000x2000-1.jpg","N","0","EA"
"LK35L","Elkay LK35L Drain Fitting     Basket Straine                ","","IMPORT FAUCETS","","","0049","","","","","","","","","","N","0","EA"
"DCT30","3 C X C X C TEE                                             ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768212768","","","","N","0","EA"
"SVTY10080","                                                            ","AB&I Foundry Tyler Pipe","sv fitting","","01615","0128","","","","","","","","","","N","0","EA"
"DVE8027KW","A.O. Smith DVE-80 80 Gallon 27kW 240V 6 Element Commercial  ","AF SUPPLY","AO SMITH","","00116","0048","","","","","","","AOSmith_Gold_Xi_Series- image.jpg","\\192.168.1.66\IMAGES/AOSmith_Gold_Xi_Series- image.jpg","","N","0","EA"
"MRS3030SB","Fine Fixures 30"" X 30"" MIRROR RECTANGULAR SHARP CORNERS     ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2022/09/MRS3030SB03.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2022/09/MRS3030SB03.jpg","N","0","EA"
"SVY30","3"" SERVICE WEIGHT Y                                         ","The Plumbing Exchange","sv fitting","","00635","0128","","","","","","","","","","N","0","EA"
"DCT251510","2-1/2 X 1-1/2 X 1 C TEE                                     ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768212645","","","","N","0","EA"
"LPLEH103M3-2","1 HP Manual Sewage Pump -     208/230v - 25 ft Cord - 3""    ","Liberty Pumps, Inc.","LIBERTY PUMPS","","00411","0062","","","","","","671812108569","","https://ysps.shop/media/products/images/LPLEH103M3-2.jpg","https://ysps.shop/media/products/images/LPLEH103M3-2.jpg","","2","EA"
"SDJ36SB","Fine Fixures (SENA1-36SB)     SHOWER ENCLOSURE NEO-ANGLE    ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2022/12/SENA1-SB-copy.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2022/12/SENA1-SB-copy.jpg","N","0","EA"
"EJCT30","30 GAL 120 VOLT RESIDENTIAL   WATTER HEATER 6 YEAR (rheem)  ","North Shore Plumbing Supply Co Inc","AO SMITH","","00770","0048","","","","","","","","","","N","0","EA"
"LPLEH103M3-3","LEH103M3-3 Sewage pump,208-230V, 1 HP, 3 phase, capacities  ","Liberty Pumps, Inc.","LIBERTY PUMPS","","00411","0062","","","","","","","","","","N","0","EA"
"DCT251512","2-1/2 X 1-1/2 X 1-1/4 TE                                    ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768212638","","","","N","0","EA"
"PFA05","1/2"" BRASS PEX X FEMALE       ADAPTER LEAD FREE             ","Alro Products International, LLC","PEX FITTINGS","","00131","0016","","","","","","80459599015","","https://ysps.shop/media/products/images/PFA05.jpg","https://ysps.shop/media/products/images/PFA05.jpg","","92","EA"
"AMA2030","Fine Fixures 20 X 30 ALUMINUM MEDICINE CABINET W/O LED      ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/AMA2030-2-2000x2000-1.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/AMA2030-2-2000x2000-1.jpg","N","0","EA"
"VKMINI","Mini Vapor Pin Kit                                          ","ESP Well Supply","***","","01762","096","","","","","","","","","","N","0","EA"
"PABMA0507","1/2"" F1960 PEX A X 3/4"" MIP   Adapter Brass NL              ","EVERFLOW SUPPLIES INC","PEX A BRASS","","00283","0177","","","","","","80459514113","","","","N","0","EA"
"NHR8060","8 x 6 No Hub Reducer                                        ","AB&I Foundry Tyler Pipe","NO HUB FITTING ALL + 4","","01615","0109","","03","NO HUB FITTINGS","","","61194200510","","https://ysps.shop/media/products/images/NHR2015.jpg","https://ysps.shop/media/products/images/NHR2015.jpg","","6","EA"
"NHSS50","5'' NO HUB SHORT SWEEP                                      ","AB&I Foundry Tyler Pipe","NO HUB FITTING ALL + 4","","01615","0109","","03","NO HUB FITTINGS","","","61194200192","","https://ysps.shop/media/products/images/NHSS20.jpg","https://ysps.shop/media/products/images/NHSS20.jpg","","6","EA"
"JH30","3"" PLASTIC J HOOK                                           ","EVERFLOW SUPPLIES INC","HANGERS / PLASTIC STRAP & MISC","","00283","0232","","04","HANGERS STRAPS","","","80459597887","","https://ysps.shop/media/products/images/JH20-0.jpg","https://ysps.shop/media/products/images/JH20-0.jpg","","26","EA"
"DCT251515","2-1/2 X 1-1/2 X 1-1/2 TE                                    ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768212621","","","","N","0","EA"
"MRO1624SN","Fine Fixures 16"" X 24"" MIRROR RECTANGULAR OVAL SATIN NICKEL ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2022/09/MRO1624SN03.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2022/09/MRO1624SN03.jpg","N","0","EA"
"PFA07","3/4"" PEX X FEMALE ADAPTER     LEAD FREE                     ","Alro Products International, LLC","PEX FITTINGS","","00131","0016","","","","","","80459599017","","https://ysps.shop/media/products/images/PFA05.jpg","https://ysps.shop/media/products/images/PFA05.jpg","","62","EA"
"FLT9080","9 X 8 GAL FLUE TEE                                          ","Penner Elbow Supplies Corp","FLUE PIPE","","00530","0050","","","","","","","","","","N","0","EA"
"PVCFB1207","1-1/4 X 3/4 PVC Sch40 X FemaleBushing                       ","Alro Products International, LLC","PVC FITTINGS SCH-40","","00131","0166","","","","","","","","","","","170","EA"
"PFA10","1""PEX X FEMALE ADAPTER                                      ","Alro Products International, LLC","PEX FITTINGS","","00131","0016","","","","","","80459599992","","","","","131","EA"
"DCT40","4 C X C X C TEE                                             ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768213079","","","","N","0","EA"
"1851000","FLUSHOMETER NIPPLE SPUD WRENCH1851000                       ","WALRICH CORPORATION","Hand Tools","","00666","0198","","","","","","730284084662","","https://ysps.shop/media/products/images/1851000.jpg","https://ysps.shop/media/products/images/1851000.jpg","","10","EA"
"VDMC20DG","VDARA MEDICINE CABINET 20'    WIDE - DAWN GREY COLOR WITH   ","FINE FIXTURE","***","","00296","096","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/06/VD20DG-2-1-1.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/06/VD20DG-2-1-1.jpg","N","0","EA"
"DCT251520","2-1/2 X 1-1/2 X 2 C TEE                                     ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768212607","","","","N","0","EA"
"SVY40","4'' SERVICE WEIGHT Y                                        ","The Plumbing Exchange","sv fitting","","00635","0128","","","","","","","","","","N","0","EA"
"SVL120","                                                            ","AB&I Foundry Tyler Pipe","sv fitting","","01615","0128","","","","","","","","","","N","0","EA"
"PFA12","1-1/4"" PEX X FEMALE ADAPTER                                 ","Alro Products International, LLC","PEX FITTINGS","","00131","0016","","","","","","","","","","","1","EA"
"MRS3030SN","Fine Fixures 30"" X 30"" MIRROR RECTANGULAR SHARP CORNERS     ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2022/09/MRS3030SN03.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2022/09/MRS3030SN03.jpg","N","0","EA"
"NBR25CL","2-1/2 x Close Brass Nipple                                  ","EVERFLOW SUPPLIES INC","BRASS NIPPLES","","00283","0007","","","","","","80459594853","","","","","11","EA"
"CAHA36PC","Fine Fixures CONCORDIA HANDLES36' WIDE - SET OF 2 - POLISHED","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/06/36pc-2.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/06/36pc-2.jpg","N","0","EA"
"BKXHC1007","1 X 3/4"" 300LB EXTRA HEAVY    BLACK REDUCER COUPLING        ","EVERFLOW SUPPLIES INC","black and gal uncom","","00283","0150","","","","","","","","","","N","0","EA"
"AMA2040","Fine Fixures 20 X 40 ALUMINUM MEDICINE CABINET W/O LED      ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/AMA2040-3-2000x2000-1.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/AMA2040-3-2000x2000-1.jpg","N","0","EA"
"SVTY100","                                                            ","AB&I Foundry Tyler Pipe","sv fitting","","01615","0128","","","","","","","","","","N","0","EA"
"NHSS60","6"" NO HUB SHORT SWEEP                                       ","AB&I Foundry Tyler Pipe","NO HUB FITTING ALL + 4","","01615","0109","","03","NO HUB FITTINGS","","","61194200193","","https://ysps.shop/media/products/images/NHSS20.jpg","https://ysps.shop/media/products/images/NHSS20.jpg","","50","EA"
"JH40","4"" PLASTIC J HOOK                                           ","EVERFLOW SUPPLIES INC","HANGERS / PLASTIC STRAP & MISC","","00283","0232","","04","HANGERS STRAPS","","","80459597888","","https://ysps.shop/media/products/images/JH20-0.jpg","https://ysps.shop/media/products/images/JH20-0.jpg","","30","EA"
"8215C063-120","Asco 8215C063 120V 1 1/4""     Normally Open Gas Solenoid    ","Control Supply Corp","Solenoid Valves","","00239","0196","","","","","","","","","","","1","EA"
